Application_ID,Borrower_Name,Loan_Type,Loan_Purpose,Property_Type,Application_Date,Approval_Date,Closing_Date,Loan_Amount,Property_Value,LTV_Ratio,Interest_Rate,Tenure_Years,Credit_Score,DTI_Ratio,Processing_Time_Days,Fees,Underwriter,Processor,Status,State,Originator,Channel
APP5280,Borrower 280,Conventional,Refinance,Multi-Family,2024-02-24,2024-03-03,2024-03-18,448871,620948,72.29,6.56,30,757,42,23,4759,Underwriter D,Processor J,Approved,CA,Agent Team G,Online
APP5281,Borrower 281,Jumbo,Refinance,Multi-Family,2024-02-29,,,521602,661986,78.79,7.04,20,749,48,17,6695,Underwriter H,Processor B,Declined,AZ,Agent Team B,Wholesale
APP5282,Borrower 282,Conventional,Refinance,Multi-Family,2024-01-30,2024-02-13,2024-03-01,687716,859046,80.06,6.41,15,693,47,21,2706,Underwriter E,Processor M,Approved,AZ,Agent Team D,Online
APP5283,Borrower 283,FHA,Refinance,Condo,2024-05-25,2024-06-02,2024-06-30,496874,554260,89.65,7.45,15,656,46,17,5756,Underwriter G,Processor C,Approved,NJ,Agent Team G,Retail
APP5284,Borrower 284,Conventional,Purchase,Luxury Home,2024-05-24,2024-06-03,2024-06-18,461955,522402,88.43,5.57,15,742,30,19,3625,Underwriter G,Processor O,Approved,CO,Agent Team I,Wholesale
APP5285,Borrower 285,Jumbo,Refinance,Townhouse,2024-05-03,2024-05-18,2024-06-05,557688,591159,94.34,5.65,30,660,34,22,6568,Underwriter H,Processor K,Approved,AZ,Agent Team A,Online
APP5286,Borrower 286,Jumbo,Purchase,Luxury Home,2024-04-16,2024-04-21,2024-05-24,672220,755292,89.0,7.97,20,650,45,23,2949,Underwriter J,Processor I,Approved,CO,Agent Team I,Direct
APP5287,Borrower 287,FHA,Refinance,Single Family,2024-02-04,2024-02-18,2024-03-19,737100,775099,95.1,5.6,30,648,45,14,2203,Underwriter C,Processor F,Approved,FL,Agent Team I,Retail
APP5288,Borrower 288,VA,Refinance,Townhouse,2024-01-05,,,919605,975806,94.24,5.26,30,638,42,7,6236,Underwriter I,Processor N,Declined,WA,Agent Team D,Wholesale
APP5289,Borrower 289,Conventional,Refinance,Multi-Family,2024-01-24,,,218920,292539,74.83,7.45,15,781,38,16,5783,Underwriter A,Processor M,Declined,WA,Agent Team J,Direct
APP5290,Borrower 290,Conventional,Purchase,Luxury Home,2024-02-26,,,813070,910225,89.33,7.1,15,635,45,16,6213,Underwriter D,Processor L,In Review,FL,Agent Team B,Online
APP5291,Borrower 291,VA,Purchase,Condo,2024-03-26,2024-04-11,2024-04-29,805522,855197,94.19,7.52,30,737,40,20,4753,Underwriter H,Processor K,Approved,NV,Agent Team G,Retail
APP5292,Borrower 292,FHA,Purchase,Luxury Home,2024-04-15,2024-04-28,2024-05-22,461877,533677,86.55,6.56,20,783,35,24,3797,Underwriter C,Processor B,Approved,CO,Agent Team A,Online
APP5293,Borrower 293,VA,Refinance,Multi-Family,2024-04-16,,,516008,692972,74.46,6.7,30,760,31,10,2922,Underwriter G,Processor G,In Review,CA,Agent Team L,Retail
APP5294,Borrower 294,Jumbo,Refinance,Townhouse,2024-05-27,2024-06-08,2024-07-04,388511,483939,80.28,5.17,30,719,38,9,3861,Underwriter F,Processor I,Approved,AZ,Agent Team C,Wholesale
APP5295,Borrower 295,Jumbo,Purchase,Multi-Family,2024-01-21,2024-01-27,2024-02-12,673394,826182,81.51,6.81,15,746,43,25,5979,Underwriter E,Processor B,Approved,FL,Agent Team I,Direct
APP5296,Borrower 296,VA,Refinance,Condo,2024-05-19,2024-06-01,2024-06-21,418448,455793,91.81,7.3,30,726,34,11,2097,Underwriter C,Processor E,Approved,NJ,Agent Team A,Wholesale
APP5297,Borrower 297,FHA,Purchase,Single Family,2024-02-02,2024-02-07,2024-03-13,247852,416445,59.52,6.29,30,642,33,11,5169,Underwriter A,Processor B,Approved,IL,Agent Team J,Retail
APP5298,Borrower 298,VA,Purchase,Luxury Home,2024-01-17,,,610385,691054,88.33,6.47,20,664,34,25,5088,Underwriter H,Processor N,In Review,FL,Agent Team G,Online
APP5299,Borrower 299,Conventional,Purchase,Townhouse,2024-01-02,2024-01-12,2024-02-08,261672,360345,72.62,5.31,30,743,40,23,6232,Underwriter F,Processor E,Approved,AZ,Agent Team F,Online
APP5300,Borrower 300,VA,Purchase,Multi-Family,2024-03-26,2024-04-11,2024-05-16,600542,661193,90.83,6.14,30,698,43,21,6555,Underwriter H,Processor N,Approved,CO,Agent Team H,Direct
APP5301,Borrower 301,FHA,Purchase,Luxury Home,2024-02-01,,,476022,524730,90.72,5.53,15,726,28,18,6479,Underwriter E,Processor N,Declined,AZ,Agent Team C,Wholesale
APP5302,Borrower 302,Jumbo,Refinance,Condo,2024-05-22,2024-06-03,2024-06-22,770756,897090,85.92,7.81,20,691,38,13,3605,Underwriter F,Processor F,Approved,NJ,Agent Team J,Direct
APP5303,Borrower 303,Jumbo,Refinance,Multi-Family,2024-01-28,,,321033,380151,84.45,6.77,30,730,32,16,3077,Underwriter J,Processor K,In Review,IL,Agent Team L,Direct
APP5304,Borrower 304,Conventional,Purchase,Multi-Family,2024-01-06,2024-01-17,2024-02-17,307462,426126,72.15,6.27,15,770,43,9,5902,Underwriter B,Processor C,Approved,FL,Agent Team I,Direct
APP5305,Borrower 305,Jumbo,Purchase,Luxury Home,2024-01-11,2024-01-23,2024-02-15,735289,888064,82.8,6.14,30,640,28,9,6500,Underwriter J,Processor O,Approved,NY,Agent Team I,Wholesale
APP5306,Borrower 306,Jumbo,Refinance,Luxury Home,2024-02-16,2024-02-28,2024-03-28,550187,665632,82.66,7.54,30,606,40,7,4424,Underwriter C,Processor C,Approved,NV,Agent Team F,Retail
APP5307,Borrower 307,VA,Refinance,Multi-Family,2024-01-03,,,360545,523515,68.87,8.15,30,760,25,27,2112,Underwriter C,Processor H,In Review,WA,Agent Team K,Direct
APP5308,Borrower 308,VA,Refinance,Luxury Home,2024-05-03,2024-05-18,2024-06-03,742131,812032,91.39,6.97,20,618,33,16,5458,Underwriter I,Processor G,Approved,TX,Agent Team K,Retail
APP5309,Borrower 309,VA,Refinance,Townhouse,2024-01-16,2024-01-21,2024-02-14,663012,745768,88.9,7.32,15,761,28,10,3029,Underwriter I,Processor I,Approved,NY,Agent Team G,Retail
APP5310,Borrower 310,VA,Purchase,Luxury Home,2024-02-28,2024-03-10,2024-04-17,551220,590972,93.27,5.3,15,795,49,24,6525,Underwriter G,Processor M,Approved,CO,Agent Team I,Online
APP5311,Borrower 311,FHA,Purchase,Luxury Home,2024-05-05,2024-05-14,2024-05-28,820396,948152,86.53,5.95,20,777,30,23,4490,Underwriter F,Processor M,Approved,NY,Agent Team H,Wholesale
APP5312,Borrower 312,VA,Purchase,Single Family,2024-04-17,2024-05-03,2024-05-23,718020,794325,90.39,7.62,20,675,40,25,5331,Underwriter A,Processor L,Approved,CA,Agent Team I,Online
APP5313,Borrower 313,Conventional,Refinance,Luxury Home,2024-02-03,,,326168,500470,65.17,5.61,15,674,49,27,4747,Underwriter J,Processor M,In Review,AZ,Agent Team I,Online
APP5314,Borrower 314,Conventional,Purchase,Luxury Home,2024-05-07,2024-05-17,2024-06-14,746804,925934,80.65,7.7,30,690,27,5,2223,Underwriter A,Processor K,Approved,WA,Agent Team C,Wholesale
APP5315,Borrower 315,Jumbo,Refinance,Luxury Home,2024-05-04,2024-05-10,2024-05-23,355735,527294,67.46,5.22,15,766,30,13,5719,Underwriter C,Processor G,Approved,NJ,Agent Team A,Wholesale
APP5316,Borrower 316,FHA,Purchase,Multi-Family,2024-01-01,,,695735,813695,85.5,5.69,15,742,45,7,2836,Underwriter J,Processor L,Declined,TX,Agent Team J,Wholesale
APP5317,Borrower 317,FHA,Purchase,Multi-Family,2024-04-26,2024-05-05,2024-05-30,460925,544723,84.62,7.58,30,676,39,22,2638,Underwriter I,Processor A,Approved,FL,Agent Team L,Wholesale
APP5318,Borrower 318,Conventional,Purchase,Townhouse,2024-05-13,2024-05-28,2024-07-05,742278,831088,89.31,5.36,30,719,38,10,1641,Underwriter J,Processor K,Approved,WA,Agent Team B,Online
APP5319,Borrower 319,FHA,Purchase,Luxury Home,2024-04-09,2024-04-18,2024-05-07,951469,1107967,85.88,6.32,15,677,44,21,1780,Underwriter J,Processor O,Approved,FL,Agent Team A,Online
APP5320,Borrower 320,Conventional,Refinance,Luxury Home,2024-03-28,,,473853,538371,88.02,5.41,20,682,38,23,4446,Underwriter H,Processor J,In Review,FL,Agent Team L,Online
APP5321,Borrower 321,Jumbo,Purchase,Multi-Family,2024-01-19,2024-02-01,2024-03-11,941507,999872,94.16,7.33,20,723,47,23,4490,Underwriter E,Processor M,Approved,AZ,Agent Team G,Online
APP5322,Borrower 322,Jumbo,Refinance,Townhouse,2024-05-21,,,929383,1009468,92.07,5.38,20,763,32,21,1785,Underwriter J,Processor M,In Review,TX,Agent Team E,Wholesale
APP5323,Borrower 323,FHA,Refinance,Condo,2024-01-09,2024-01-14,2024-02-18,738595,815328,90.59,6.91,20,786,38,13,1567,Underwriter D,Processor J,Approved,IL,Agent Team A,Wholesale
APP5324,Borrower 324,FHA,Refinance,Multi-Family,2024-01-08,2024-01-14,2024-02-03,518252,637961,81.24,6.09,30,719,47,20,4024,Underwriter H,Processor C,Approved,FL,Agent Team D,Online
APP5325,Borrower 325,VA,Refinance,Townhouse,2024-03-02,,,771424,853055,90.43,5.11,20,634,35,18,3085,Underwriter A,Processor O,In Review,NV,Agent Team K,Online
APP5326,Borrower 326,FHA,Purchase,Condo,2024-05-28,2024-06-06,2024-07-03,470787,545687,86.27,6.92,30,760,45,13,5016,Underwriter J,Processor M,Approved,NY,Agent Team K,Wholesale
APP5327,Borrower 327,Conventional,Purchase,Multi-Family,2024-05-16,2024-05-24,2024-06-07,945600,1025479,92.21,8.06,15,607,37,27,2947,Underwriter F,Processor H,Approved,IL,Agent Team E,Direct
APP5328,Borrower 328,Jumbo,Purchase,Luxury Home,2024-03-16,2024-03-26,2024-04-18,483997,578043,83.73,5.44,30,746,44,26,3073,Underwriter H,Processor O,Approved,NV,Agent Team A,Retail
APP5329,Borrower 329,FHA,Purchase,Multi-Family,2024-01-20,2024-02-02,2024-03-03,703091,882393,79.68,6.64,20,627,28,26,2078,Underwriter C,Processor N,Approved,CA,Agent Team C,Retail
APP5330,Borrower 330,VA,Purchase,Townhouse,2024-03-26,2024-04-11,2024-04-24,512455,560024,91.51,6.51,20,704,25,12,2610,Underwriter E,Processor J,Approved,FL,Agent Team I,Wholesale
APP5331,Borrower 331,VA,Refinance,Multi-Family,2024-01-06,2024-01-16,2024-02-21,307584,475372,64.7,6.51,15,626,32,23,4951,Underwriter C,Processor B,Approved,TX,Agent Team D,Wholesale
APP5332,Borrower 332,Jumbo,Refinance,Townhouse,2024-04-15,2024-04-20,2024-05-26,356940,429544,83.1,6.54,30,767,38,7,2955,Underwriter H,Processor H,Approved,CA,Agent Team H,Direct
APP5333,Borrower 333,Jumbo,Refinance,Townhouse,2024-03-24,,,352416,520284,67.74,6.72,20,648,38,21,2713,Underwriter F,Processor K,Declined,WA,Agent Team C,Retail
APP5334,Borrower 334,FHA,Purchase,Condo,2024-05-15,2024-05-30,2024-06-30,646507,772545,83.69,7.57,30,776,34,15,3929,Underwriter D,Processor O,Approved,NV,Agent Team I,Online
APP5335,Borrower 335,Jumbo,Purchase,Single Family,2024-01-09,,,286535,386983,74.04,6.97,20,687,45,23,5142,Underwriter H,Processor C,In Review,CA,Agent Team L,Wholesale
APP5336,Borrower 336,Jumbo,Purchase,Luxury Home,2024-02-10,,,696342,796370,87.44,7.16,15,746,35,17,3674,Underwriter A,Processor A,In Review,NJ,Agent Team B,Direct
APP5337,Borrower 337,FHA,Refinance,Luxury Home,2024-02-15,2024-03-03,2024-03-15,682498,756861,90.17,7.82,20,788,45,17,4839,Underwriter D,Processor C,Approved,CA,Agent Team C,Direct
APP5338,Borrower 338,Jumbo,Refinance,Luxury Home,2024-02-14,,,869449,1033842,84.1,7.31,20,752,38,27,5241,Underwriter E,Processor C,In Review,NJ,Agent Team B,Direct
APP5339,Borrower 339,FHA,Refinance,Townhouse,2024-03-24,2024-03-30,2024-04-28,188211,221955,84.8,6.46,30,681,29,23,3274,Underwriter E,Processor J,Approved,TX,Agent Team E,Wholesale
APP5340,Borrower 340,FHA,Purchase,Luxury Home,2024-03-24,,,900704,1032816,87.21,6.29,15,742,33,11,6554,Underwriter G,Processor H,In Review,IL,Agent Team E,Direct
APP5341,Borrower 341,Conventional,Refinance,Single Family,2024-01-29,,,594865,765995,77.66,6.92,30,741,42,23,4689,Underwriter J,Processor K,Declined,WA,Agent Team H,Wholesale
APP5342,Borrower 342,FHA,Purchase,Single Family,2024-04-30,2024-05-11,2024-06-19,562755,652813,86.2,7.37,20,692,30,7,4921,Underwriter G,Processor H,Approved,AZ,Agent Team L,Retail
APP5343,Borrower 343,FHA,Purchase,Multi-Family,2024-02-09,2024-02-15,2024-03-14,399768,524243,76.26,5.94,30,664,47,17,3498,Underwriter H,Processor I,Approved,TX,Agent Team J,Online
APP5344,Borrower 344,FHA,Purchase,Single Family,2024-04-10,,,842797,991803,84.98,6.49,20,751,49,10,3319,Underwriter I,Processor E,In Review,TX,Agent Team E,Retail
APP5345,Borrower 345,VA,Refinance,Single Family,2024-01-21,,,622501,801087,77.71,6.38,15,698,37,27,3620,Underwriter D,Processor M,In Review,NY,Agent Team F,Direct
APP5346,Borrower 346,FHA,Refinance,Townhouse,2024-05-01,2024-05-17,2024-06-09,323921,454048,71.34,7.63,15,755,36,19,6660,Underwriter G,Processor K,Approved,WA,Agent Team F,Retail
APP5347,Borrower 347,FHA,Purchase,Townhouse,2024-03-03,2024-03-14,2024-04-02,165434,271203,61.0,6.18,30,717,28,5,3443,Underwriter B,Processor A,Approved,WA,Agent Team J,Direct
APP5348,Borrower 348,FHA,Refinance,Multi-Family,2024-02-03,,,631719,730522,86.48,5.14,15,664,25,19,4719,Underwriter D,Processor H,In Review,FL,Agent Team I,Retail
APP5349,Borrower 349,FHA,Refinance,Townhouse,2024-01-19,2024-02-05,2024-02-26,452523,499820,90.54,7.04,30,770,39,15,6412,Underwriter B,Processor O,Approved,NJ,Agent Team E,Wholesale
APP5350,Borrower 350,Jumbo,Refinance,Multi-Family,2024-04-22,,,659733,829572,79.53,6.94,15,761,40,24,2963,Underwriter F,Processor M,In Review,WA,Agent Team E,Direct
APP5351,Borrower 351,Conventional,Purchase,Townhouse,2024-03-05,2024-03-13,2024-04-10,889180,1057321,84.1,5.09,15,786,27,15,6152,Underwriter D,Processor L,Approved,NV,Agent Team I,Wholesale
APP5352,Borrower 352,Conventional,Refinance,Multi-Family,2024-01-04,2024-01-18,2024-02-25,681885,758978,89.84,7.96,15,650,42,10,2410,Underwriter J,Processor M,Approved,FL,Agent Team H,Online
APP5353,Borrower 353,FHA,Refinance,Single Family,2024-01-30,,,858521,1021762,84.02,5.37,15,769,29,7,4658,Underwriter H,Processor K,In Review,AZ,Agent Team I,Retail
APP5354,Borrower 354,FHA,Purchase,Condo,2024-05-13,2024-05-21,2024-06-19,352747,520163,67.81,8.15,30,676,39,24,3436,Underwriter E,Processor E,Approved,IL,Agent Team I,Retail
APP5355,Borrower 355,FHA,Refinance,Multi-Family,2024-04-18,2024-04-28,2024-05-13,702004,866312,81.03,6.53,15,740,26,17,6416,Underwriter G,Processor A,Approved,CO,Agent Team D,Retail
APP5356,Borrower 356,FHA,Purchase,Single Family,2024-05-02,2024-05-13,2024-06-12,524313,694954,75.45,5.83,20,650,41,25,4489,Underwriter D,Processor I,Approved,AZ,Agent Team L,Retail
APP5357,Borrower 357,FHA,Refinance,Condo,2024-05-06,2024-05-22,2024-06-23,617243,647381,95.34,6.78,15,728,48,7,6504,Underwriter B,Processor G,Approved,FL,Agent Team H,Online
APP5358,Borrower 358,Conventional,Refinance,Multi-Family,2024-04-20,2024-04-26,2024-05-18,294355,379923,77.48,7.35,30,681,32,26,5235,Underwriter A,Processor G,Approved,IL,Agent Team I,Direct
APP5359,Borrower 359,Jumbo,Refinance,Luxury Home,2024-01-19,2024-01-28,2024-02-15,657732,820111,80.2,7.73,20,700,28,26,5230,Underwriter H,Processor F,Approved,NY,Agent Team A,Direct
APP5360,Borrower 360,Jumbo,Purchase,Luxury Home,2024-03-04,,,282212,338633,83.34,6.71,15,739,46,25,5329,Underwriter B,Processor M,In Review,CA,Agent Team C,Wholesale
APP5361,Borrower 361,Conventional,Purchase,Townhouse,2024-05-18,2024-05-29,2024-07-07,681972,803060,84.92,7.18,30,768,38,16,2382,Underwriter A,Processor H,Approved,IL,Agent Team J,Wholesale
APP5362,Borrower 362,Jumbo,Purchase,Single Family,2024-05-26,,,280351,348986,80.33,7.41,30,669,47,8,3110,Underwriter C,Processor H,In Review,NV,Agent Team H,Direct
APP5363,Borrower 363,Conventional,Purchase,Condo,2024-05-22,2024-06-06,2024-06-28,294063,392407,74.94,6.16,20,778,45,18,5302,Underwriter J,Processor C,Approved,CO,Agent Team C,Wholesale
APP5364,Borrower 364,FHA,Refinance,Multi-Family,2024-03-22,,,564299,612653,92.11,6.93,15,603,31,17,5758,Underwriter D,Processor L,In Review,CO,Agent Team A,Retail
APP5365,Borrower 365,VA,Purchase,Townhouse,2024-02-17,2024-03-01,2024-03-20,944448,976832,96.68,7.71,20,695,32,23,6942,Underwriter D,Processor J,Approved,WA,Agent Team G,Direct
APP5366,Borrower 366,Conventional,Refinance,Condo,2024-03-09,,,916988,971033,94.43,5.71,30,713,46,26,6278,Underwriter J,Processor H,In Review,CA,Agent Team G,Retail
APP5367,Borrower 367,FHA,Purchase,Townhouse,2024-03-07,2024-03-17,2024-04-07,827673,935622,88.46,7.06,30,793,33,7,2195,Underwriter B,Processor N,Approved,NY,Agent Team D,Direct
APP5368,Borrower 368,Jumbo,Refinance,Townhouse,2024-01-30,,,891432,978054,91.14,8.17,15,713,32,21,5059,Underwriter A,Processor H,Declined,CA,Agent Team L,Online
APP5369,Borrower 369,VA,Refinance,Multi-Family,2024-03-11,2024-03-22,2024-04-05,478768,649604,73.7,7.37,20,636,37,12,6243,Underwriter H,Processor I,Approved,CA,Agent Team J,Wholesale
APP5370,Borrower 370,Conventional,Refinance,Townhouse,2024-05-12,,,791211,959578,82.45,7.59,20,600,28,7,3741,Underwriter C,Processor E,In Review,TX,Agent Team D,Direct
APP5371,Borrower 371,Jumbo,Purchase,Townhouse,2024-04-13,2024-04-24,2024-05-14,171281,255470,67.05,5.9,15,603,30,15,4926,Underwriter B,Processor B,Approved,WA,Agent Team K,Online
APP5372,Borrower 372,Conventional,Refinance,Luxury Home,2024-03-12,,,829682,901551,92.03,7.59,15,772,26,17,5144,Underwriter B,Processor H,Declined,TX,Agent Team H,Retail
APP5373,Borrower 373,FHA,Refinance,Townhouse,2024-03-23,2024-04-07,2024-04-24,172031,282838,60.82,5.36,15,761,34,20,6045,Underwriter F,Processor D,Approved,TX,Agent Team L,Retail
APP5374,Borrower 374,VA,Purchase,Townhouse,2024-01-13,2024-01-25,2024-02-20,901518,1032377,87.32,7.76,20,794,32,27,2473,Underwriter I,Processor M,Approved,NJ,Agent Team B,Retail
APP5375,Borrower 375,Jumbo,Purchase,Single Family,2024-04-29,2024-05-10,2024-06-17,383077,514161,74.51,6.87,15,638,25,21,1936,Underwriter J,Processor A,Approved,NJ,Agent Team J,Online
APP5376,Borrower 376,Conventional,Purchase,Luxury Home,2024-01-13,2024-01-22,2024-02-21,785956,940140,83.6,5.39,15,680,47,27,3089,Underwriter B,Processor K,Approved,AZ,Agent Team L,Direct
APP5377,Borrower 377,FHA,Purchase,Luxury Home,2024-02-21,,,699523,729682,95.87,6.68,30,777,38,24,1552,Underwriter D,Processor C,In Review,NV,Agent Team J,Retail
APP5378,Borrower 378,Conventional,Purchase,Condo,2024-03-19,2024-03-29,2024-04-13,380604,481730,79.01,7.31,20,611,47,18,6445,Underwriter B,Processor E,Approved,CA,Agent Team F,Retail
APP5379,Borrower 379,Conventional,Refinance,Luxury Home,2024-04-07,,,329838,405992,81.24,5.87,20,648,39,21,3384,Underwriter G,Processor D,Declined,NV,Agent Team D,Wholesale
APP5380,Borrower 380,FHA,Purchase,Condo,2024-01-18,2024-01-28,2024-02-14,964422,1056973,91.24,7.69,20,768,30,9,2388,Underwriter A,Processor K,Approved,IL,Agent Team F,Retail
APP5381,Borrower 381,Conventional,Purchase,Townhouse,2024-03-04,,,614028,750150,81.85,7.65,30,706,43,13,6023,Underwriter H,Processor L,In Review,NY,Agent Team C,Wholesale
APP5382,Borrower 382,Conventional,Purchase,Multi-Family,2024-04-09,2024-04-15,2024-05-11,634146,755364,83.95,7.91,15,711,48,16,4992,Underwriter D,Processor A,Approved,NJ,Agent Team L,Online
APP5383,Borrower 383,VA,Purchase,Condo,2024-05-24,2024-06-07,2024-07-11,844489,936857,90.14,7.98,20,719,47,14,5618,Underwriter F,Processor E,Approved,AZ,Agent Team G,Retail
APP5384,Borrower 384,VA,Refinance,Condo,2024-05-28,2024-06-12,2024-07-06,966228,1095054,88.24,8.04,20,774,49,13,6128,Underwriter C,Processor D,Approved,NV,Agent Team I,Online
APP5385,Borrower 385,VA,Refinance,Single Family,2024-03-24,,,517570,553412,93.52,7.06,15,641,41,9,6923,Underwriter D,Processor I,In Review,TX,Agent Team B,Retail
APP5386,Borrower 386,Jumbo,Refinance,Condo,2024-04-12,2024-04-28,2024-05-18,741202,838257,88.42,5.67,30,704,31,13,6632,Underwriter F,Processor N,Approved,TX,Agent Team I,Online
APP5387,Borrower 387,Jumbo,Refinance,Single Family,2024-05-20,2024-05-28,2024-06-10,493567,552887,89.27,7.1,30,653,48,26,3516,Underwriter I,Processor M,Approved,NJ,Agent Team F,Online
APP5388,Borrower 388,FHA,Purchase,Condo,2024-04-09,2024-04-26,2024-05-30,519836,607341,85.59,6.26,20,607,31,8,6647,Underwriter D,Processor O,Approved,NJ,Agent Team A,Wholesale
APP5389,Borrower 389,VA,Refinance,Multi-Family,2024-03-10,2024-03-26,2024-04-18,628356,675279,93.05,7.28,20,781,25,8,5104,Underwriter J,Processor O,Approved,WA,Agent Team A,Wholesale
APP5390,Borrower 390,VA,Purchase,Single Family,2024-01-13,2024-01-26,2024-02-23,940645,1112010,84.59,6.65,30,643,39,25,5157,Underwriter I,Processor J,Approved,TX,Agent Team B,Retail
APP5391,Borrower 391,Conventional,Refinance,Condo,2024-02-15,,,964604,1014736,95.06,7.92,20,601,46,21,5993,Underwriter G,Processor H,Declined,CA,Agent Team F,Direct
APP5392,Borrower 392,Conventional,Refinance,Townhouse,2024-05-17,2024-05-24,2024-06-29,650098,734229,88.54,5.03,15,770,49,8,2901,Underwriter A,Processor A,Approved,NV,Agent Team C,Wholesale
APP5393,Borrower 393,Jumbo,Purchase,Condo,2024-03-30,2024-04-09,2024-04-21,563523,696041,80.96,7.48,15,774,41,12,5175,Underwriter G,Processor O,Approved,CA,Agent Team H,Retail
APP5394,Borrower 394,Conventional,Purchase,Multi-Family,2024-01-27,2024-02-06,2024-03-09,745642,827016,90.16,7.58,15,761,29,10,4962,Underwriter B,Processor A,Approved,TX,Agent Team J,Online
APP5395,Borrower 395,VA,Purchase,Single Family,2024-02-02,2024-02-13,2024-03-21,660470,742425,88.96,7.05,15,611,40,20,6079,Underwriter F,Processor D,Approved,TX,Agent Team B,Wholesale
APP5396,Borrower 396,FHA,Refinance,Luxury Home,2024-05-14,,,599763,693873,86.44,7.16,15,759,35,12,5820,Underwriter H,Processor B,In Review,NV,Agent Team J,Wholesale
APP5397,Borrower 397,Conventional,Purchase,Condo,2024-02-14,2024-02-24,2024-04-02,928883,1049189,88.53,7.27,30,756,26,6,4776,Underwriter A,Processor L,Approved,NJ,Agent Team F,Wholesale
APP5398,Borrower 398,FHA,Purchase,Multi-Family,2024-03-19,2024-04-04,2024-05-08,199067,341284,58.33,8.17,15,718,29,24,6029,Underwriter H,Processor C,Approved,IL,Agent Team H,Wholesale
APP5399,Borrower 399,FHA,Refinance,Condo,2024-03-15,2024-03-31,2024-05-03,782336,951067,82.26,6.98,15,784,49,14,1960,Underwriter A,Processor C,Approved,NJ,Agent Team C,Retail
APP5400,Borrower 400,FHA,Refinance,Condo,2024-04-13,2024-04-21,2024-05-17,419150,523368,80.09,7.59,20,774,44,10,1715,Underwriter A,Processor M,Approved,NJ,Agent Team J,Online
APP5401,Borrower 401,VA,Purchase,Single Family,2024-02-26,2024-03-10,2024-04-04,972513,1144618,84.96,5.47,15,604,44,24,3795,Underwriter H,Processor K,Approved,NJ,Agent Team C,Retail
APP5402,Borrower 402,VA,Refinance,Multi-Family,2024-02-23,,,643216,720334,89.29,6.13,15,721,45,18,4000,Underwriter B,Processor F,In Review,AZ,Agent Team G,Online
APP5403,Borrower 403,Jumbo,Purchase,Multi-Family,2024-05-13,,,345877,420482,82.26,7.58,20,677,34,18,3432,Underwriter G,Processor N,Declined,IL,Agent Team E,Direct
APP5404,Borrower 404,FHA,Purchase,Condo,2024-01-03,2024-01-13,2024-02-01,898778,1068661,84.1,7.7,15,674,37,22,3046,Underwriter A,Processor F,Approved,FL,Agent Team J,Online
APP5405,Borrower 405,FHA,Refinance,Luxury Home,2024-04-04,2024-04-20,2024-05-13,913461,971789,94.0,5.63,30,698,40,16,6758,Underwriter F,Processor I,Approved,CA,Agent Team H,Wholesale
APP5406,Borrower 406,Conventional,Purchase,Townhouse,2024-04-10,,,386562,455432,84.88,5.23,20,717,42,10,2783,Underwriter D,Processor L,In Review,WA,Agent Team K,Direct
APP5407,Borrower 407,Jumbo,Refinance,Luxury Home,2024-04-17,,,642402,697774,92.06,7.91,30,697,41,15,1744,Underwriter C,Processor I,Declined,NV,Agent Team A,Direct
APP5408,Borrower 408,Jumbo,Refinance,Multi-Family,2024-03-20,2024-03-26,2024-04-08,366204,546069,67.06,6.53,20,695,28,19,6658,Underwriter C,Processor N,Approved,WA,Agent Team D,Direct
APP5409,Borrower 409,Conventional,Purchase,Townhouse,2024-03-21,2024-04-05,2024-05-06,768071,923752,83.15,7.47,15,685,36,13,3968,Underwriter H,Processor F,Approved,CA,Agent Team D,Retail
APP5410,Borrower 410,VA,Purchase,Single Family,2024-03-14,,,561236,730463,76.83,7.96,30,769,35,25,3717,Underwriter B,Processor O,In Review,TX,Agent Team D,Direct
APP5411,Borrower 411,Jumbo,Refinance,Townhouse,2024-04-13,,,758577,794299,95.5,5.81,20,754,49,7,5447,Underwriter E,Processor A,Declined,NJ,Agent Team C,Direct
APP5412,Borrower 412,VA,Refinance,Luxury Home,2024-05-20,2024-06-06,2024-06-27,218323,272139,80.22,5.49,15,754,26,23,3676,Underwriter D,Processor M,Approved,AZ,Agent Team D,Wholesale
APP5413,Borrower 413,Conventional,Refinance,Multi-Family,2024-03-29,,,242764,358508,67.72,7.03,30,747,45,7,5196,Underwriter H,Processor A,In Review,NJ,Agent Team F,Wholesale
APP5414,Borrower 414,VA,Purchase,Townhouse,2024-04-12,2024-04-27,2024-06-03,955581,1115645,85.65,7.52,20,715,44,25,4662,Underwriter A,Processor C,Approved,WA,Agent Team F,Direct
APP5415,Borrower 415,VA,Purchase,Luxury Home,2024-03-22,,,738099,831331,88.79,5.61,15,708,44,24,6885,Underwriter F,Processor N,In Review,WA,Agent Team B,Online
APP5416,Borrower 416,VA,Purchase,Townhouse,2024-02-28,,,792762,832018,95.28,5.12,30,721,25,21,3901,Underwriter D,Processor L,In Review,CA,Agent Team B,Online
APP5417,Borrower 417,Jumbo,Refinance,Luxury Home,2024-03-08,2024-03-17,2024-04-08,546087,622089,87.78,6.37,30,675,43,23,2632,Underwriter B,Processor F,Approved,TX,Agent Team E,Retail
